cnt,kind,id,selfLink,title,authors,publisher,publishedDate,description,printType,categories
0,books#volume,LBjIEAAAQBAJ,https://www.googleapis.com/books/v1/volumes/LBjIEAAAQBAJ,"임베디드 시스템 개발자의 알아야 할 기본 상식 (임베디드 시스템, 개발자 상식, 하드웨어, 소프트웨어)",씨익북스 편집부,Kyobobook MCP,2023-06-10,"이 책은 임베디드 시스템 개발자가 꼭 알아야 할 기본 상식을 다루고 있다. 임베디드 시스템이란 우리 주변에서 많이 사용되는 스마트폰, 자동차, 가전제품 등에 내장된 작은 컴퓨터 시스템을 말한다. 이 책에서는 임베디드 시스템 개발에 필요한 하드웨어, 소프트웨어, 통신, 보안 등의 기본 개념과 이론을 설명하고, 실제 개발 과정에서 발생할 수 있는 문제들과 해결 방법을 다룬다. 또한, 실제 산업에서 사용되는 임베디드 시스템 개발 도구와 프로세스에 대한 이해도 함께 제공한다. 이 책은 임베디드 시스템 개발자뿐만 아니라, 이 분야에 관심 있는 학생과 엔지니어들에게도 유용한 정보를 제공할 것이다.",BOOK,none
0,books#volume,R2mZPgAACAAJ,https://www.googleapis.com/books/v1/volumes/R2mZPgAACAAJ,데이터통신과 컴퓨터 네트워킹(IT Cookbook 한빛교재 시리즈 303),강문식,none,2009-02-14,none,BOOK,none
0,books#volume,TiM2AQAAIAAJ,https://www.googleapis.com/books/v1/volumes/TiM2AQAAIAAJ,대한 민국 게임 백서,none,none,2005,none,BOOK,Computer games
0,books#volume,_dhpwAEACAAJ,https://www.googleapis.com/books/v1/volumes/_dhpwAEACAAJ,슈퍼컴퓨터 운영 관리 시스템 구축을 위한 intel RSD 하드웨어 관리 및 모니터링 기술 분석 보고서,none,none,2016,none,BOOK,none
0,books#volume,J5W4DwAAQBAJ,https://www.googleapis.com/books/v1/volumes/J5W4DwAAQBAJ,글로벌 금융 패러다임과 한국 금융산업,임양택,한양대학교 출판부,2019-10-21,"이 책 『글로벌 금융 패러다임과 한국 금융산업 : 이론과 정책』은 다섯 가지의 위기(① 역사적 위기, ② 정치적 위기, ③ 경제적 위기, ④ 사회문화적 위기, ⑤ 교육의 위기) 중에서 경제위기를, 특히 ‘금융위기’(Financial Crisis)와 관련된 국내·외 사회경제적 문제를 각각 다루었다. 한국경제의 위기는 국가경쟁력(특히 수출경쟁력)의 지속적 추락으로 압축적으로 정의할 수 있다. 한국의 무역의존도가 높은 미국과 중국의 무역전쟁(관세전쟁 및 환율전쟁)이 점입가경으로 치닫고 있는 ‘총체적 위기’ 상황에서, 한국이 선택해야 하고 할 수 있는 것은 오직 ‘혁신주도 성장 전략’(Innovation-driven Growth)에 의한 자강뿐이다. 그러한 시도로서, 저자는 경제적 당면과제에 대한 해법으로서 '슘페테리안 테크노-경제발전 전략'과 최적 경제성장과 사회보장 모형'을 제시한다. 상기한 해법을 뒷받침하기 위하여, 저자는 세계사적 배경(신(新)금융자본주의 및 신(新)자유주의 → 신(新)실용주의)과 철학적 사유 패러다임(특히 국가지도자의 국정경영철학 및 국가지도자의 리더십)을 보완적으로 논술함으로써 본 저서의 주제를 보다 심도있게 부각하려고 시도했다. 저자는 진정한 ‘탈(脫) 경제위기 방안’은 기술-경제적 패러다임(Techno-Economic Paradigm)에 입각하여 ‘기술혁명’(Technological Revolution)에서 찾아야 하며, 그것을 산업에 제대로 착근 및 작동될 수 있도록 ‘금융’이 제대로 소기의 역할을 수행해야 한다고 한평생 믿어왔으며 이를 연구와 강의를 통하여 강조해왔다.",BOOK,Political Science
0,books#volume,QACiEAAAQBAJ,https://www.googleapis.com/books/v1/volumes/QACiEAAAQBAJ,4세대 원자로,Fouad Sabry,One Billion Knowledgeable,2022-12-14,"4세대 원자로란? 4세대 국제 포럼은 ""세대""라는 포괄적인 용어에 해당하는 다양한 원자로 설계의 상업적 실행 가능성에 대한 연구를 수행하고 있습니다. IV 원자로.""그것들은 다양한 목적으로 구동되며 그 중 일부에는 안전성 증가, 지속 가능성 향상, 효율성 증가 및 비용 절감이 포함됩니다. 귀하의 이점 (I) 다음 주제에 대한 통찰 및 검증: 1장: 4세대 원자로 2장: 원자로 3장 : 증식형 원자로 4장: 고속 중성자 원자로 5장: 일체형 고속 원자로 6장: 용융염 원자로 7장: 핵연료 8장: 초임계수로 9장: 고온 가스 원자로 10장: 납 냉각 고속 원자로 11장: 나트륨 냉각 고속 원자로 12장: 토륨 연료 주기 13장: 액체 상태 탈 냉각 원자로 14장: 온라인 재급유 15장: 액체 불소 토륨 원자로 16장: 진행파 원자로 장 17: 소형 모듈식 원자로 설계 목록 18장: TerraPower 19장: BN-1200 원자로 20장: 일체형 용융염 원자로 21장: BREST(리액터) (II) iv세대 리액터에 대한 대중의 주요 질문에 답변 (III) iv세대 사용에 대한 실제 사례 (IV) 4세대 원자로 기술에 대한 360도 완전한 이해를 위해 각 산업에서 266개의 새로운 기술을 간략하게 설명하는 17개의 부록 이 책의 대상 전문가, 학부생 및 대학원생, 애호가, 애호가 및 모든 종류의 4세대 원자로에 대한 기본 지식이나 정보를 넘어서고자 하는 사람들",BOOK,Science
0,books#volume,V7Z7DQAAQBAJ,https://www.googleapis.com/books/v1/volumes/V7Z7DQAAQBAJ,한 권으로 끝내는 IT 실무 영어,케네스 톰슨,부키,2015-12-24,"코르넬젠 ‘Matters’ 시리즈 No. 4 _ 한 권으로 끝내는 IT 실무 영어 해외 IT 분야 취업 및 IT 실무에 최적화된 영어 비영어권 IT 산업 종사자를 위한 현장 영어 IT(Information Technology)는 초고속 성장 중인 글로벌 비즈니스 분야 중 하나인 만큼 영어 활용 능력이 필수적으로 요구되는 산업이다. 특히 정보통신 기술이 영어권을 중심으로 발달/전개되는 현실을 감안하면 전세계 IT 비즈니스 종사자들이 사용하는 소통 언어는 단연 영어라 할 수 있다. 하지만 IT 영어 학습의 유효성이 비단 IT 산업 종사자들에 국한되는 것은 아니다. 일반인들 역시 하드웨어/소프트웨어를 포함한 각종 IT 기술 및 제품을 일상적으로 접하는 시대에 접어들었기 때문이다. 하드웨어/소프트웨어 설치 및 구성 네트워크 관리, 다양한 IT 문제 및 해결 방법부터 IT 기업의 구조, IT 기업 박람회, IT 비즈니스 관행, 구직에 이르기까지 산업 전반에 걸친 IT 업무와 밀접하게 연관된 다채로운 현장 영어를 미리미리 학습해 두어야 하는 이유도 바로 여기에 있다. 직업 현장 영어 학습에 대한 갈증을 해소하기 위해 기획된 코르넬젠 ‘Matters’ 시리즈의 네 번째 책으로 『IT 실무 영어』를 출간하는 것도 이 때문이다. ‘Matters’는 ‘중요하다; 문제, 일, 사건’이라는 말로,‘(해당) 실무’,‘(해당) 실무가 중요하다’라는 중의적인 의미를 나타낸다. 강의실 영어가 아니라 다양한 직업 현장에서 활용 가능한 영어 학습을 지향하는 시리즈의 특성을 반영한 시리즈 명칭에 걸맞게, 영어를 ‘교재 중심’이 아닌 ‘현장 중심’으로 학습할 수 있도록 구성했다. 『IT 실무 영어』는 해당 산업에서 쓰이는 실무 영어뿐 아니라 폭넓게 적용 가능한 비즈니스 영어를 동시에 다루고 있어 직업 현장 영어의 기초를 다져준다. 1) 가장 보편적인 상황에서 가장 흔히 쓰이는 IT 영어 ‘Matters 시리즈’의 목표가 ‘배우는’ 영어가 아니라 ‘쓰는’ 영어인 만큼 현장에서 업무를 수행하며 누구나 한번쯤 접할 만한 상황이 두루 제시돼 있다. 『IT 실무 영어』는 사용자(고객) 대 기업 비즈니스, 기업 대 기업 비즈니스 등 통상적인 IT 비즈니스 현장에서 쓰이는 필수 영어 표현들을 반복 숙달해 나갈 수 있도록 했을 뿐만 아니라 주문서, 이메일, 항의 서신, 사용설명서 등 각종 IT 업무 관련 문서/서류 샘플을 수록해 유용하게 활용할 수 있도록 구성했다. 이력서/자기소개서/면접 등 IT 산업 종사를 희망하거나 이직을 준비하는 학습자를 위한 다양한 샘플 자료도 제시되어 맞춤형 취업 대비 역시 가능하다. 2) Writing, Listening, Speaking, Grammar를 넘나드는 입체적인 학습 아기가 모국어를 배울 때도 뇌의 언어 중추가 활성화돼 자유자재로 모국어를 구사하게 되기까지는 상당한 시간이 걸린다. 그러니 비영어권 성인이 외국어인 영어를 배우는 게 얼마나 어려운 일인지는 쉽게 짐작할 수 있다. 게다가 전문 용어가 오가는 직업 현장 영어라면 그 어려움은 배가되기 마련이다. 이럴 때 가장 유효한 접근법이 바로 입체적인 학습법이다. 아무리 방대한 어휘력을 갖추었다 해도, 아무리 방대한 읽기 자료를 접했다 해도 입가 귀가 쉽게 트일 리 만무하다. 특정 영역에 치우치지 않고 읽기․듣기․말하기를 연계해 공부하는 것이 중요한 이유가 바로 여기에 있다. 『IT 실무 영어』에는 실무 현장의 생생한 대화를 재현한 듣기 자료, 다종다양한 업무 시뮬레이션 과제, 업무 서식 작성, 실용적인 문법 해설 등 말하기·쓰기·듣기 영역을 포괄하는 풍부한 부가 자료가 수록돼 있어 입체적인 학습이 가능하다. 3) 심화 영문 Text 읽기를 통해 독해 실력과 전문 지식 심화 전문직 영역에서는 배경 지식이 풍부해야 의사소통이 더 용이하다. 이 때문에 많은 비즈니스맨들이 영어 시사 잡지를 읽거나 영어 뉴스 프로그램을 시청하며 실전 능력을 배양한다. Matters 시리즈에서도 각 Unit마다 심화 영문 텍스트를 수록하여 직업 분야에 대한 전문 지식을 강화하면서도 영어 활용 능력을 향상시킬 수 있도록 구성했다. 특히 각 텍스트는 해당 Unit에서 공부한 주제와 연관돼 있어 단순히 고난이도 읽기 자료에 머무르지 않는 ‘주제 심화 학습’의 장이다. 4) 필수 어휘 수록으로 전문 분야 영어 능력 극대화 일상 회화를 할 때 필수적으로 알아야 할 단어가 있다면, 직업 영역에서 자주 쓰이는 필수 어휘도 따로 있다. 하지만 방대한 어휘력을 갖추는 것이 꼭 말처럼 쉬운 일은 아니다. Matters 시리즈에는 필수 단어 목록이 따로 정리돼 있어 학습자들이 효과적으로 전문 분야별 영어 능력을 극대화할 수 있으며, 따라서 세밀한 부분도 놓치지 않고 현장 영어를 마스터할 수 있다. 부키 펴냄.",BOOK,Business & Economics
0,books#volume,EcMqBh5MDQIC,https://www.googleapis.com/books/v1/volumes/EcMqBh5MDQIC,운영 체제와 정보기술의 원리,반효경,Ewha Womans University Press,2008-01-31,none,BOOK,none
0,books#volume,I-4izAEACAAJ,https://www.googleapis.com/books/v1/volumes/I-4izAEACAAJ,컴퓨터 계산에 의한 합금강 상평형 및 상안정성 평가 기술 개발,none,none,1994,none,BOOK,none
0,books#volume,2OCkEAAAQBAJ,https://www.googleapis.com/books/v1/volumes/2OCkEAAAQBAJ,두뇌 컴퓨터 인터페이스,Fouad Sabry,One Billion Knowledgeable,2022-12-25,"뇌-컴퓨터 인터페이스란? 뇌-기계 인터페이스(BMI)라고도 불리는 뇌-컴퓨터 인터페이스(BCI)는 직접적인 통신입니다. 뇌의 전기적 활동과 외부 장치, 가장 흔히 컴퓨터 또는 로봇 사지 사이의 연결. BCI는 종종 인간의 인지 또는 감각 운동 기능을 탐색, 매핑, 도움, 향상 또는 치유할 목적으로 사용됩니다. 전극이 뇌 조직에 얼마나 가까이 가느냐에 따라 BCI는 비침습적 방법에서 다소 침습적, 침습적 방법에 이르기까지 다양한 방법으로 구현될 수 있습니다. 혜택을 받는 방법 (I) 다음 주제에 대한 통찰 및 검증: 1장: 뇌?컴퓨터 인터페이스 2장: 신경 기술 3장: BrainGate 4장: Miguel Nicolelis 5장: 뇌 이식 6장: 신경 보철 7장 : 원격 제어 동물 8장: 신경 공학 9장: 신경 진동 10장: 단일 단위 기록 장 11: 뇌전도법 12장: 뮤파 13장: 미세 전극 배열 14장: 뇌파 검사 15장: 신경영양 전극 16장: 상상 속의 말 17장: Intendix 18장: 스텐트-전극 기록 배열 19장: 피질 임플란트 20장: 인지와 뉴로에르고 nomics(CaN) 협력 기술 연합 21장: 신경 먼지 (II) 뇌 컴퓨터 인터페이스에 대한 대중의 주요 질문에 답변 (III) 실제 다양한 분야에서 브레인 컴퓨터 인터페이스를 사용하는 세계적 사례 (IV) 각 산업 분야의 266가지 신기술을 간략하게 설명하는 17개의 부록으로 브레인 컴퓨터 인터페이스의 기술을 360도로 완벽하게 이해할 수 있습니다. 이 책의 대상 전문가, 학부생 및 대학원생, 열성 팬, 애호가 및 기본 지식이나 정보를 넘어서고자 하는 사람 뇌 컴퓨터 인터페이스의 일종입니다.",BOOK,Science
0,books#volume,CFfzDwAAQBAJ,https://www.googleapis.com/books/v1/volumes/CFfzDwAAQBAJ,"IT CookBook, 인공지능 시대를 위한 컴퓨터 과학 개론",정기철 ,한빛아카데미(주),2020-06-19,"인공지능 시대에 컴퓨터 과학의 원리를 알고 싶어 하는 학생과 일반 독자를 대상으로 합니다. 컴퓨터 기초부터 인공지능까지 컴퓨터 과학 이론을 체계적으로 정리하고, 특히 4차 산업혁명 시대의 빅데이터, 사물인터넷, 가상현실(VR), 증강현실(AR), 인공지능(AI) 등의 기술을 두루 살펴봅니다. 앞으로 기술이 어떻게 전개될지 조망하는 식으로 설명했기 때문에 단순 지식 습득을 넘어 실생활에서도 도움을 얻을 수 있을 것입니다.",BOOK,Computers
0,books#volume,LqwpzAEACAAJ,https://www.googleapis.com/books/v1/volumes/LqwpzAEACAAJ,컴퓨터를 이용한 통합생산 자동화 기술,none,none,1991,none,BOOK,none
0,books#volume,nP5nAQAACAAJ,https://www.googleapis.com/books/v1/volumes/nP5nAQAACAAJ,데이터통신 및 컴퓨터통신 7판 (DATA & COMPUTER COMMUNICATIONS),WILLIAM STALLINGS,none,2004-10-05,none,BOOK,none
0,books#volume,1pA9zAEACAAJ,https://www.googleapis.com/books/v1/volumes/1pA9zAEACAAJ,컴퓨터를 이용한 통합생산 자동화 기술,none,none,1991,none,BOOK,none
0,books#volume,BrnB9wTL11gC,https://www.googleapis.com/books/v1/volumes/BrnB9wTL11gC,어린이와 멀티미디어,정미라외,Ewha Womans University Press,2002-02-25,none,BOOK,none
0,books#volume,MXNRbwAACAAJ,https://www.googleapis.com/books/v1/volumes/MXNRbwAACAAJ,컴퓨터구조(개정판)(핵심정보통신기술총서 1),삼성SDS 기술사회,none,2010-07-05,none,BOOK,none
0,books#volume,eZQOEAAAQBAJ,https://www.googleapis.com/books/v1/volumes/eZQOEAAAQBAJ,4차 산업혁명과 정보통신의 이해,김정섭,한빛아카데미(주),2021-01-05,"정보통신과 4차 산업혁명 최신 기술을 한 권에 정리한 책입니다. 정보통신 입문자가 꼭 알아야 할 기본 개념과 응용 기술은 물론이고 정보통신과 밀접한 4차 산업혁명 기술인 클라우드 컴퓨팅, 인공지능, IoT와 빅데이터까지 배울 수 있습니다. 다양한 그림과 표로 핵심 개념을 쉽게 이해할 수 있으며 QUIZ, 개념 정리, 연습문제를 통해 배운 내용을 꼼꼼히 점검할 수 있습니다. 무엇보다도 정보통신 개발 업무를 담당하는 실무진이 생생한 현장의 목소리로 풀어낸 것이 특징입니다.",BOOK,Computers
0,books#volume,0IHmwwEACAAJ,https://www.googleapis.com/books/v1/volumes/0IHmwwEACAAJ,컴퓨터 구조(전면개정판 3판)(핵심 정보통신기술 총서 1),삼성SDS 기술사회,none,2019-04-08,none,BOOK,none
0,books#volume,fPHwDwAAQBAJ,https://www.googleapis.com/books/v1/volumes/fPHwDwAAQBAJ,"IT CookBook, 컴퓨터 아키텍처",우종정,한빛아카데미(주),2014-08-11,"picoMIPS 명령어 집합을 사용하여 쉽게 배우는 컴퓨터 구성과 동작 원리! 컴퓨터의 동작 원리를 이해하고자 하는 컴퓨터/전기·전자/정보통신학과 학생과 컴퓨팅 시스템을 개발하는 기업체의 연구원을 위한 책이다. 16비트 기반의 picoMIPS 명령어 집합을 사용하여 프로세서 설계, 메모리 및 입출력장치, 파이프라이닝, RAID, 캐시 메모리, 병렬 처리 등을 쉽게 설명하기 때문에 최신의 컴퓨터 구조를 빠르게 이해할 수 있다. 이 책을 통해 독자들은 단순히 컴퓨터의 기능을 활용하는 수준에서 벗어나 컴퓨터 기술 발전에 이바지할 수 있는 밑거름을 마련할 수 있을 것이다.",BOOK,Computers
0,books#volume,mIrGEAAAQBAJ,https://www.googleapis.com/books/v1/volumes/mIrGEAAAQBAJ,IT 지원 운영 마스터링 : 디지털 시대의 기술 지원 및 문제 해결에 대한 포괄적인 가이드,씨익북스 편집부,Kyobobook MCP,2023-06-07,"IT 지원 운영은 디지털 시대의 기술 지원 및 문제 해결에 대한 자세한 개요를 제공하는 포괄적인 가이드입니다. 이 책은 IT 전문가와 직원이 최종 사용자에게 효과적인 지원을 제공하는 데 필요한 기술과 지식을 개발할 수 있도록 설계되었습니다. 하드웨어 및 소프트웨어 문제 해결, 네트워크 관리, 보안 및 고객 서비스를 포함한 다양한 주제를 다룹니다. 이 책에는 또한 IT 지원 운영 관리를 위한 실용적인 팁과 모범 사례뿐만 아니라 주요 개념을 설명하기위한 사례 연구 및 실제 사례가 포함되어 있습니다. 당신이 노련한 IT 전문가이든 현장에서 시작하든, IT 지원 운영을 마스터하는 것은 기술 지원 기술을 향상시키고 경력을 발전시키려는 모든 사람에게 필수적인 자료입니다.",BOOK,none
0,books#volume,XmL9DwAAQBAJ,https://www.googleapis.com/books/v1/volumes/XmL9DwAAQBAJ,"IT CookBook, 초연결 사회의 데이터통신과 네트워킹",강문식 ,한빛아카데미(주),2020-06-30,"데이터통신과 유무선 네트워크의 기본 개념 및 주요 내용을 쉽게 이해할 수 있도록 정리한 책입니다. 네트워크 응용을 위한 핵심 기술은 물론, 4차 산업혁명 시대 최신 기술로 주목받고 있는 5G, IoT, 빅데이터, 클라우드, 인공지능, 블록체인을 네트워크와 연계하여 설명합니다. 쉬운 그림으로 개념을 정확하게 이해할 수 있으며 다양한 유형의 확인문제로 수준별 자가 학습이 가능합니다.",BOOK,Computers
0,books#volume,YhjIEAAAQBAJ,https://www.googleapis.com/books/v1/volumes/YhjIEAAAQBAJ,"인터랙션 디자이너의 알아야 할 기본 상식 (인터랙션 디자인, 사용자 경험, UI/UX, 웹 디자인, 모바일 디자인)",씨익북스 편집부,Kyobobook MCP,2023-06-10,"이 책은 인터랙션 디자이너가 반드시 알아야 할 기본 상식을 다루고 있다. 인터랙션 디자인의 기본 개념부터 사용자 경험 디자인, 인터페이스 디자인, 웹 디자인, 앱 디자인 등 다양한 분야를 다루며, 실제 프로젝트에서 적용 가능한 다양한 팁과 노하우를 제공한다. 이 책을 통해 인터랙션 디자인에 대한 이해도를 높이고, 더 나은 사용자 경험을 제공할 수 있는 디자이너가 되어보자.",BOOK,none
0,books#volume,SD-iEAAAQBAJ,https://www.googleapis.com/books/v1/volumes/SD-iEAAAQBAJ,머신 비전,Fouad Sabry,One Billion Knowledgeable,2022-12-16,"머신 비전이란? 머신 비전(MV)은 다음과 같은 응용 프로그램에 대한 이미징 기반 자동 검사 및 분석을 제공하는 데 사용되는 기술 및 방법론을 모두 나타냅니다. 산업 환경에서 자주 활용되는 자동 검사, 공정 제어 및 로봇 가이드. 머신 비전은 다양한 기술, 소프트웨어 및 하드웨어 제품, 통합 시스템, 활동, 접근 방식 및 전문 지식을 포괄하는 포괄적인 용어입니다. 컴퓨터 과학의 하위 분야인 컴퓨터 비전과 시스템 공학의 과목인 머신 비전은 서로 구분될 수 있습니다. 이미 존재하는 기술을 참신한 방식으로 결합하고 현실 세계에서 발생하는 문제에 대한 해결책을 찾는 과정에서 사용하기 위해 노력합니다. 이것은 산업 자동화와 관련된 상황에서 이러한 활동에 가장 자주 사용되는 이름입니다. 그럼에도 불구하고 차량 안내와 관련된 기능을 포함하여 다른 환경에서 이러한 기능에도 사용됩니다. 혜택 (I) 통찰력 및 다음 주제에 대한 검증: 1장: 머신 비전 2장: 컴퓨터 비전 3장: 열화상 4장 : 제스처 인식 5장: 스마트 카메라 6장: 머신 비전 용어 7장: 컴퓨터 비전 개요 8장: InspecVision 9장: 물체 인식 개요 10장: 활성 시력 11장: 구조광 3D 스캐너 12장: 시각적 서보 13장: 시각적 오도메트리 14장: 비전 가이드 로봇 시스템 15장: 3D 스테레오 보기 16장: Mikrotron-GmbH 17장: Air-Cobot 18장: 객관적인 비전 19장: 자기중심적인 비전 20장: Zivid 21장: Rita Cucchiara (II) 대중에게 답하기 머신 비전에 대한 주요 질문. (III) 다양한 분야에서 머신 비전을 사용하는 실제 사례 (IV) 머신 비전 기술에 대한 360도 전체 이해를 갖출 수 있습니다. 이 책의 대상자 전문가, 학부생 및 대학원생, 애호가, 애호가 및 모든 종류의 머신 비전에 대한 기본 지식이나 정보를 넘어서고자 하는 사람들",BOOK,Computers
0,books#volume,CvmiEAAAQBAJ,https://www.googleapis.com/books/v1/volumes/CvmiEAAAQBAJ,주변 인텔리전스,Fouad Sabry,One Billion Knowledgeable,2022-12-19,"주변 지능이란 무엇인가 ""주변 지능""(AmI)이라는 용어는 컴퓨터 분야에서 유래했으며 존재를 인식하고 반응하는 전자 설정을 나타냅니다. 인간의. Palo Alto Ventures의 Eli Zelkha와 그의 팀은 소비자 가전, 통신 및 컴퓨팅의 미래에 대한 예측으로 1990년대 후반 2010-2020년 기간 동안 주변 지능의 개념을 처음으로 개발했습니다. 이 개념은 원래 2010-2020년 기간을 위해 개발되었습니다. 주변 지능은 이러한 장치를 연결하는 네트워크 내에 숨겨진 정보와 인텔리전스를 사용하여 사람들이 하루의 일부인 활동, 작업 및 의식을 수행하는 데 도움이 되도록 장치가 협력할 수 있도록 합니다. 오늘은 그들에게 자연스러운 방식으로 산다. 이러한 가제트가 점점 더 작아지고 더 많이 연결되고 주변 환경에 통합됨에 따라 이를 지원하는 기술 인프라는 사람들이 볼 수 있는 사용자 인터페이스만 남을 때까지 우리 주변으로 사라질 것입니다. 혜택 (I) 다음 주제에 대한 통찰 및 검증: 1장: 주변 지능 2장: 유비쿼터스 컴퓨팅 3장: 상황 인식 4장: 스마트 기기 5장: Calm 기술 6장: 스마트 환경 7장: 지능형 환경 8장: 상황 인식 퍼베이시브 시스템 9장: 사물 인터넷 10장: Anind Dey 11장: AmbieSense 12장: 스마트 개체 13장: 시각적 프라이버시 14장: 위치 인식 15장: 리빙 랩 16장: 공간 상황 인식 17장: 원격 협력 사무실 18장: 모바일 클라우드 컴퓨팅 19장: Albrecht Schmidt(컴퓨터 과학자) 20장: Eli Zelkha 21장: Joëlle Coutaz (II) 주변 지능. (III) 다양한 분야에서 주변 지능을 사용하는 실제 사례. (IV) 각 산업에서 266개의 최신 기술을 간략하게 설명하는 17개의 부록 주변 지능의 기술을 360도로 완전히 이해하고 있습니다. 이 책의 대상자 전문가, 학부생 및 대학원생, 열광자, 애호가 및 모든 종류의 주변 지능에 대한 기본 지식이나 정보를 넘어서고 싶은 사람",BOOK,Computers
0,books#volume,0jVmwAEACAAJ,https://www.googleapis.com/books/v1/volumes/0jVmwAEACAAJ,국책연구개발사업 기술수요 및 용도별 시장수요 예측에 관한 연구,none,none,1992,none,BOOK,none
0,books#volume,hgzuDwAAQBAJ,https://www.googleapis.com/books/v1/volumes/hgzuDwAAQBAJ,시간 관리의 기술,김소형,북아띠,2019-01-02,"한때 ‘코리언 타임’이라고 불리는 낙후된 시간 문화가 있었다. 이제 우리는 새로운 코리언 타임을 만들어야 한다. 시간을 가장 창의적이며 효율적으로 활용하는 국가와 국민에 도전하는 것으로 새로운 시간 문화를 만들어 낼 수 있으리라. 너무 바쁜 사람들, 시간이 없는 사람들, 시간에 쫓겨 지친 사람들과 함께 생각하는 책이 되었으면 한다.",BOOK,Self-Help
